STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,SEX,Sex,AGE,Age,TENURE,Job tenure,FREQ,Frequency of observation,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,EST,Estonia,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_LT1,Less than 1 month,A,Annual,2018,,4.094,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,FIN,Finland,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_LT1,Less than 1 month,A,Annual,2018,,5.566,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,FRA,France,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_LT1,Less than 1 month,A,Annual,2018,,3.936,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,DEU,Germany,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_LT1,Less than 1 month,A,Annual,2018,,2.671,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,GRC,Greece,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_LT1,Less than 1 month,A,Annual,2018,,1.804,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,HUN,Hungary,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_LT1,Less than 1 month,A,Annual,2018,,02.08,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,ISL,Iceland,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_LT1,Less than 1 month,A,Annual,2018,,3.848,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,IRL,Ireland,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_LT1,Less than 1 month,A,Annual,2018,,3.34,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,ITA,Italy,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_LT1,Less than 1 month,A,Annual,2018,,2.343,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,JPN,Japan,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_LT1,Less than 1 month,A,Annual,2018,,1.138,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,LVA,Latvia,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_LT1,Less than 1 month,A,Annual,2018,,3.401,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,LTU,Lithuania,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_LT1,Less than 1 month,A,Annual,2018,,3.581,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,LUX,Luxembourg,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_LT1,Less than 1 month,A,Annual,2018,,2.711,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,MEX,Mexico,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_LT1,Less than 1 month,A,Annual,2018,,5.064,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,NLD,Netherlands,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_LT1,Less than 1 month,A,Annual,2018,,3.224,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,NOR,Norway,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_LT1,Less than 1 month,A,Annual,2018,,2.868,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,POL,Poland,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_LT1,Less than 1 month,A,Annual,2018,,2.072,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,PRT,Portugal,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_LT1,Less than 1 month,A,Annual,2018,,3.548,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,SVK,Slovak Republic,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_LT1,Less than 1 month,A,Annual,2018,,1.875,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,SVN,Slovenia,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_LT1,Less than 1 month,A,Annual,2018,,2.257,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,ESP,Spain,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_LT1,Less than 1 month,A,Annual,2018,,4.624,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,SWE,Sweden,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_LT1,Less than 1 month,A,Annual,2018,,5.436,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,CHE,Switzerland,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_LT1,Less than 1 month,A,Annual,2018,,3.552,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,TUR,Türkiye,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_LT1,Less than 1 month,A,Annual,2018,,5.428,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,GBR,United Kingdom,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_LT1,Less than 1 month,A,Annual,2018,,1.1,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,EU19OECD,European Union (19 countries) in OECD,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_LT1,Less than 1 month,A,Annual,2018,,3.228,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,EU22OECD,European Union (22 countries) in OECD,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_LT1,Less than 1 month,A,Annual,2018,,3.143,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,BRA,Brazil,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_LT1,Less than 1 month,A,Annual,2018,,3.557,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,BGR,Bulgaria,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_LT1,Less than 1 month,A,Annual,2018,,1.29,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,HRV,Croatia,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_LT1,Less than 1 month,A,Annual,2018,,3.1,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,CYP,Cyprus,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_LT1,Less than 1 month,A,Annual,2018,,3.869,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,MLT,Malta,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_LT1,Less than 1 month,A,Annual,2018,,2.736,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,ROU,Romania,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_LT1,Less than 1 month,A,Annual,2018,,786,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,AUS,Australia,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_LT1,Less than 1 month,A,Annual,2018,,3.096,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,NZL,New Zealand,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_LT1,Less than 1 month,A,Annual,2018,,3.531,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,EU27,European Union (27 countries),TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_LT1,Less than 1 month,A,Annual,2018,,03.01,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,OECD,OECD,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_LT1,Less than 1 month,A,Annual,2018,,2.56,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,CHL,Chile,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_LT1,Less than 1 month,A,Annual,2023,,3.995,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,COL,Colombia,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_LT1,Less than 1 month,A,Annual,2023,,5.806,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,CRI,Costa Rica,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_LT1,Less than 1 month,A,Annual,2023,,4.757,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,JPN,Japan,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_LT1,Less than 1 month,A,Annual,2023,,1.148,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,MEX,Mexico,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_LT1,Less than 1 month,A,Annual,2023,,4.598,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,TUR,Türkiye,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_LT1,Less than 1 month,A,Annual,2023,,5.498,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,GBR,United Kingdom,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_LT1,Less than 1 month,A,Annual,2023,,1.063,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,BRA,Brazil,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_LT1,Less than 1 month,A,Annual,2023,,3.252,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,AUT,Austria,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_LT1,Less than 1 month,A,Annual,2023,,3.177,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,BEL,Belgium,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_LT1,Less than 1 month,A,Annual,2023,,2.534,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,CZE,Czechia,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_LT1,Less than 1 month,A,Annual,2023,,1.88,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,DNK,Denmark,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_LT1,Less than 1 month,A,Annual,2023,,3.987,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,EST,Estonia,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_LT1,Less than 1 month,A,Annual,2023,,2.865,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,FIN,Finland,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_LT1,Less than 1 month,A,Annual,2023,,5.193,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,FRA,France,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_LT1,Less than 1 month,A,Annual,2023,,4.091,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,DEU,Germany,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_LT1,Less than 1 month,A,Annual,2023,,3.164,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,GRC,Greece,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_LT1,Less than 1 month,A,Annual,2023,,2.387,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,HUN,Hungary,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_LT1,Less than 1 month,A,Annual,2023,,1.862,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,ISL,Iceland,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_LT1,Less than 1 month,A,Annual,2023,,4.149,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,IRL,Ireland,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_LT1,Less than 1 month,A,Annual,2023,,3.372,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,ITA,Italy,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_LT1,Less than 1 month,A,Annual,2023,,2.412,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,LVA,Latvia,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_LT1,Less than 1 month,A,Annual,2023,,3.037,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,LTU,Lithuania,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_LT1,Less than 1 month,A,Annual,2023,,2.229,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,LUX,Luxembourg,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_LT1,Less than 1 month,A,Annual,2023,,2.704,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,NLD,Netherlands,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_LT1,Less than 1 month,A,Annual,2023,,3.736,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,NOR,Norway,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_LT1,Less than 1 month,A,Annual,2023,,3.775,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,POL,Poland,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_LT1,Less than 1 month,A,Annual,2023,,1.56,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,PRT,Portugal,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_LT1,Less than 1 month,A,Annual,2023,,3.194,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,SVK,Slovak Republic,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_LT1,Less than 1 month,A,Annual,2023,,1.041,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,SVN,Slovenia,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_LT1,Less than 1 month,A,Annual,2023,,2.199,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,ESP,Spain,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_LT1,Less than 1 month,A,Annual,2023,,3.988,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,SWE,Sweden,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_LT1,Less than 1 month,A,Annual,2023,,3.847,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,CHE,Switzerland,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_LT1,Less than 1 month,A,Annual,2023,,3.304,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,EU27,European Union (27 countries),TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_LT1,Less than 1 month,A,Annual,2023,,2.984,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,EU19OECD,European Union (19 countries) in OECD,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_LT1,Less than 1 month,A,Annual,2023,,3.305,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,EU22OECD,European Union (22 countries) in OECD,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_LT1,Less than 1 month,A,Annual,2023,,3.109,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,OECD,OECD,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_LT1,Less than 1 month,A,Annual,2023,,2.464,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,BGR,Bulgaria,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_LT1,Less than 1 month,A,Annual,2023,,961,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,HRV,Croatia,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_LT1,Less than 1 month,A,Annual,2023,,1.967,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,CYP,Cyprus,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_LT1,Less than 1 month,A,Annual,2023,,2.723,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,MLT,Malta,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_LT1,Less than 1 month,A,Annual,2023,,2.412,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,ROU,Romania,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_LT1,Less than 1 month,A,Annual,2023,,907,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,AUT,Austria,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_LT1,Less than 1 month,A,Annual,2017,,3.405,,A,Normal value,0,Units,1,One
